case_id,red_speed,red_tr,red_br,blue_tr,blue_br,red_total,blue_total,diff,winner,red_transfer,red_tower,red_mustika,blue_transfer,blue_tower,blue_mustika,red_sanctuary_at,blue_sanctuary_at,red_mustika_at,blue_mustika_at,mustika_owner,red_complete_towers,blue_complete_towers,red_delivered_earth,red_delivered_sky,blue_delivered_earth,blue_delivered_sky
1,同等,BR要求に追従,L1最速サンクチュアリ,BR要求に追従,L1最速サンクチュアリ,180,180,0,draw,40,140,0,40,140,0,150.4,141.4,,,,2,2,5,3,5,3
2,同等,BR要求に追従,L1最速サンクチュアリ,BR要求に追従,L2高得点寄せ,180,250,-70,blue,40,140,0,40,210,0,150.4,150.2,,,,2,2,5,3,5,3
3,同等,BR要求に追従,L1最速サンクチュアリ,BR要求に追従,共有エリア先取り,140,410,-270,blue,40,100,0,30,130,250,,102.2,,139.6,blue,1,2,5,3,4,2
4,同等,BR要求に追従,L1最速サンクチュアリ,BR要求に追従,スカイ反転圧力,180,180,0,draw,40,140,0,40,140,0,150.4,141.4,,,,2,2,5,3,5,3
5,同等,BR要求に追従,L1最速サンクチュアリ,Earth先行補給,L1最速サンクチュアリ,180,440,-260,blue,40,140,0,50,140,250,150.4,131.8,,175.8,blue,2,2,5,3,7,3
6,同等,BR要求に追従,L1最速サンクチュアリ,Earth先行補給,L2高得点寄せ,180,510,-330,blue,40,140,0,50,210,250,150.4,137.8,,178,blue,2,2,5,3,7,3
7,同等,BR要求に追従,L1最速サンクチュアリ,Earth先行補給,共有エリア先取り,140,420,-280,blue,40,100,0,40,130,250,,102.2,,139.6,blue,1,2,5,3,6,2
8,同等,BR要求に追従,L1最速サンクチュアリ,Earth先行補給,スカイ反転圧力,180,440,-260,blue,40,140,0,50,140,250,150.4,131.8,,175.8,blue,2,2,5,3,7,3
9,同等,BR要求に追従,L1最速サンクチュアリ,Sky先置き準備,L1最速サンクチュアリ,180,430,-250,blue,40,140,0,40,140,250,150.4,133.2,,177.2,blue,2,2,5,3,5,3
10,同等,BR要求に追従,L1最速サンクチュアリ,Sky先置き準備,L2高得点寄せ,180,250,-70,blue,40,140,0,40,210,0,150.4,143,,,,2,2,5,3,5,3
11,同等,BR要求に追従,L1最速サンクチュアリ,Sky先置き準備,共有エリア先取り,140,415,-275,blue,40,100,0,35,130,250,,112.6,,150,blue,1,2,5,3,4,3
12,同等,BR要求に追従,L1最速サンクチュアリ,Sky先置き準備,スカイ反転圧力,180,430,-250,blue,40,140,0,40,140,250,150.4,133.2,,177.2,blue,2,2,5,3,5,3
13,同等,BR要求に追従,L2高得点寄せ,BR要求に追従,L1最速サンクチュアリ,250,180,70,red,40,210,0,40,140,0,156.2,141.4,,,,2,2,5,3,5,3
14,同等,BR要求に追従,L2高得点寄せ,BR要求に追従,L2高得点寄せ,250,250,0,draw,40,210,0,40,210,0,156.2,150.2,,,,2,2,5,3,5,3
15,同等,BR要求に追従,L2高得点寄せ,BR要求に追従,共有エリア先取り,210,140,70,red,30,180,0,40,100,0,171.4,143.8,,,,2,1,4,2,5,3
16,同等,BR要求に追従,L2高得点寄せ,BR要求に追従,スカイ反転圧力,250,180,70,red,40,210,0,40,140,0,156.2,141.4,,,,2,2,5,3,5,3
17,同等,BR要求に追従,L2高得点寄せ,Earth先行補給,L1最速サンクチュアリ,250,440,-190,blue,40,210,0,50,140,250,156.2,131.8,,175.8,blue,2,2,5,3,7,3
18,同等,BR要求に追従,L2高得点寄せ,Earth先行補給,L2高得点寄せ,250,510,-260,blue,40,210,0,50,210,250,156.2,137.8,,178,blue,2,2,5,3,7,3
19,同等,BR要求に追従,L2高得点寄せ,Earth先行補給,共有エリア先取り,425,190,235,red,35,140,250,50,140,0,135,150.4,178.2,,red,1,2,4,3,7,3
20,同等,BR要求に追従,L2高得点寄せ,Earth先行補給,スカイ反転圧力,250,440,-190,blue,40,210,0,50,140,250,156.2,131.8,,175.8,blue,2,2,5,3,7,3
21,同等,BR要求に追従,L2高得点寄せ,Sky先置き準備,L1最速サンクチュアリ,250,430,-180,blue,40,210,0,40,140,250,156.2,133.2,,177.2,blue,2,2,5,3,5,3
22,同等,BR要求に追従,L2高得点寄せ,Sky先置き準備,L2高得点寄せ,250,250,0,draw,40,210,0,40,210,0,156.2,143,,,,2,2,5,3,5,3
23,同等,BR要求に追従,L2高得点寄せ,Sky先置き準備,共有エリア先取り,445,160,285,red,35,160,250,40,120,0,131.2,150.8,174.4,,red,1,2,4,3,5,3
24,同等,BR要求に追従,L2高得点寄せ,Sky先置き準備,スカイ反転圧力,250,430,-180,blue,40,210,0,40,140,250,156.2,133.2,,177.2,blue,2,2,5,3,5,3
25,同等,BR要求に追従,共有エリア先取り,BR要求に追従,L1最速サンクチュアリ,410,140,270,red,30,130,250,40,100,0,102.6,,137,,red,2,1,4,2,5,3
26,同等,BR要求に追従,共有エリア先取り,BR要求に追従,L2高得点寄せ,140,220,-80,blue,40,100,0,40,180,0,146.8,159.4,,,,1,2,5,3,5,3
27,同等,BR要求に追従,共有エリア先取り,BR要求に追従,共有エリア先取り,95,370,-275,blue,25,70,0,30,90,250,,102.2,,139.6,blue,1,1,3,2,4,2
28,同等,BR要求に追従,共有エリア先取り,BR要求に追従,スカイ反転圧力,410,140,270,red,30,130,250,40,100,0,102.6,,137,,red,2,1,4,2,5,3
29,同等,BR要求に追従,共有エリア先取り,Earth先行補給,L1最速サンクチュアリ,410,150,260,red,30,130,250,50,100,0,102.6,,137,,red,2,1,4,2,7,3
30,同等,BR要求に追従,共有エリア先取り,Earth先行補給,L2高得点寄せ,140,470,-330,blue,30,110,0,50,170,250,156,137.8,,178,blue,2,1,4,2,7,3
31,同等,BR要求に追従,共有エリア先取り,Earth先行補給,共有エリア先取り,95,380,-285,blue,25,70,0,40,90,250,,102.2,,139.6,blue,1,1,3,2,6,2
32,同等,BR要求に追従,共有エリア先取り,Earth先行補給,スカイ反転圧力,410,150,260,red,30,130,250,50,100,0,102.6,,137,,red,2,1,4,2,7,3
33,同等,BR要求に追従,共有エリア先取り,Sky先置き準備,L1最速サンクチュアリ,410,140,270,red,30,130,250,40,100,0,102.6,,137,,red,2,1,4,2,5,3
34,同等,BR要求に追従,共有エリア先取り,Sky先置き準備,L2高得点寄せ,150,210,-60,blue,40,110,0,40,170,0,156,143,,,,2,1,5,3,5,3
35,同等,BR要求に追従,共有エリア先取り,Sky先置き準備,共有エリア先取り,370,100,270,red,30,90,250,30,70,0,102.6,,137,,red,1,1,4,2,3,3
36,同等,BR要求に追従,共有エリア先取り,Sky先置き準備,スカイ反転圧力,410,140,270,red,30,130,250,40,100,0,102.6,,137,,red,2,1,4,2,5,3
37,同等,BR要求に追従,スカイ反転圧力,BR要求に追従,L1最速サンクチュアリ,220,140,80,red,40,180,0,40,100,0,102.6,,,,,3,1,5,3,5,3
38,同等,BR要求に追従,スカイ反転圧力,BR要求に追従,L2高得点寄せ,180,250,-70,blue,40,140,0,40,210,0,150.4,150.2,,,,2,2,5,3,5,3
39,同等,BR要求に追従,スカイ反転圧力,BR要求に追従,共有エリア先取り,215,330,-115,blue,35,180,0,30,50,250,114.8,102.2,,139.6,blue,3,0,5,2,4,2
40,同等,BR要求に追従,スカイ反転圧力,BR要求に追従,スカイ反転圧力,220,140,80,red,40,180,0,40,100,0,102.6,,,,,3,1,5,3,5,3
41,同等,BR要求に追従,スカイ反転圧力,Earth先行補給,L1最速サンクチュアリ,220,150,70,red,40,180,0,50,100,0,102.6,,,,,3,1,5,3,7,3
42,同等,BR要求に追従,スカイ反転圧力,Earth先行補給,L2高得点寄せ,260,180,80,red,40,220,0,50,130,0,107.6,,,,,3,1,5,3,7,3
43,同等,BR要求に追従,スカイ反転圧力,Earth先行補給,共有エリア先取り,215,340,-125,blue,35,180,0,40,50,250,114.8,102.2,,139.6,blue,3,0,5,2,6,2
44,同等,BR要求に追従,スカイ反転圧力,Earth先行補給,スカイ反転圧力,220,150,70,red,40,180,0,50,100,0,102.6,,,,,3,1,5,3,7,3
45,同等,BR要求に追従,スカイ反転圧力,Sky先置き準備,L1最速サンクチュアリ,220,140,80,red,40,180,0,40,100,0,102.6,,,,,3,1,5,3,5,3
46,同等,BR要求に追従,スカイ反転圧力,Sky先置き準備,L2高得点寄せ,260,170,90,red,40,220,0,40,130,0,107.6,,,,,3,1,5,3,5,3
47,同等,BR要求に追従,スカイ反転圧力,Sky先置き準備,共有エリア先取り,180,100,80,red,40,140,0,30,70,0,102.6,,,,,2,1,5,3,3,3
48,同等,BR要求に追従,スカイ反転圧力,Sky先置き準備,スカイ反転圧力,220,140,80,red,40,180,0,40,100,0,102.6,,,,,3,1,5,3,5,3
49,同等,Earth先行補給,L1最速サンクチュアリ,BR要求に追従,L1最速サンクチュアリ,190,180,10,red,50,140,0,40,140,0,137.8,141.4,,,,2,2,7,3,5,3
50,同等,Earth先行補給,L1最速サンクチュアリ,BR要求に追従,L2高得点寄せ,190,250,-60,blue,50,140,0,40,210,0,137.8,150.2,,,,2,2,7,3,5,3
51,同等,Earth先行補給,L1最速サンクチュアリ,BR要求に追従,共有エリア先取り,150,410,-260,blue,50,100,0,30,130,250,,96.6,,134,blue,1,2,7,3,4,2
52,同等,Earth先行補給,L1最速サンクチュアリ,BR要求に追従,スカイ反転圧力,150,220,-70,blue,50,100,0,40,180,0,,96.6,,,,1,3,7,3,5,3
53,同等,Earth先行補給,L1最速サンクチュアリ,Earth先行補給,L1最速サンクチュアリ,190,440,-250,blue,50,140,0,50,140,250,137.8,131.8,,175.8,blue,2,2,7,3,7,3
54,同等,Earth先行補給,L1最速サンクチュアリ,Earth先行補給,L2高得点寄せ,190,510,-320,blue,50,140,0,50,210,250,137.8,137.8,,178,blue,2,2,7,3,7,3
55,同等,Earth先行補給,L1最速サンクチュアリ,Earth先行補給,共有エリア先取り,150,460,-310,blue,50,100,0,40,170,250,,96.6,,134,blue,1,2,7,3,6,2
56,同等,Earth先行補給,L1最速サンクチュアリ,Earth先行補給,スカイ反転圧力,190,440,-250,blue,50,140,0,50,140,250,137.8,131.8,,175.8,blue,2,2,7,3,7,3
57,同等,Earth先行補給,L1最速サンクチュアリ,Sky先置き準備,L1最速サンクチュアリ,190,430,-240,blue,50,140,0,40,140,250,137.8,133.2,,177.2,blue,2,2,7,3,5,3
58,同等,Earth先行補給,L1最速サンクチュアリ,Sky先置き準備,L2高得点寄せ,190,250,-60,blue,50,140,0,40,210,0,137.8,143,,,,2,2,7,3,5,3
59,同等,Earth先行補給,L1最速サンクチュアリ,Sky先置き準備,共有エリア先取り,150,415,-265,blue,50,100,0,35,130,250,,112.6,,150,blue,1,2,7,3,4,3
60,同等,Earth先行補給,L1最速サンクチュアリ,Sky先置き準備,スカイ反転圧力,190,430,-240,blue,50,140,0,40,140,250,137.8,133.2,,177.2,blue,2,2,7,3,5,3
61,同等,Earth先行補給,L2高得点寄せ,BR要求に追従,L1最速サンクチュアリ,260,180,80,red,50,210,0,40,140,0,143.8,141.4,,,,2,2,7,3,5,3
62,同等,Earth先行補給,L2高得点寄せ,BR要求に追従,L2高得点寄せ,260,250,10,red,50,210,0,40,210,0,143.8,150.2,,,,2,2,7,3,5,3
63,同等,Earth先行補給,L2高得点寄せ,BR要求に追従,共有エリア先取り,210,160,50,red,50,160,0,40,120,0,143.8,159,,,,1,2,7,3,5,3
64,同等,Earth先行補給,L2高得点寄せ,BR要求に追従,スカイ反転圧力,260,180,80,red,50,210,0,40,140,0,143.8,141.4,,,,2,2,7,3,5,3
65,同等,Earth先行補給,L2高得点寄せ,Earth先行補給,L1最速サンクチュアリ,260,440,-180,blue,50,210,0,50,140,250,143.8,131.8,,175.8,blue,2,2,7,3,7,3
66,同等,Earth先行補給,L2高得点寄せ,Earth先行補給,L2高得点寄せ,260,510,-250,blue,50,210,0,50,210,250,143.8,137.8,,178,blue,2,2,7,3,7,3
67,同等,Earth先行補給,L2高得点寄せ,Earth先行補給,共有エリア先取り,225,400,-175,blue,45,180,0,50,100,250,159,135.2,,178.4,blue,2,1,7,2,7,3
68,同等,Earth先行補給,L2高得点寄せ,Earth先行補給,スカイ反転圧力,260,440,-180,blue,50,210,0,50,140,250,143.8,131.8,,175.8,blue,2,2,7,3,7,3
69,同等,Earth先行補給,L2高得点寄せ,Sky先置き準備,L1最速サンクチュアリ,260,430,-170,blue,50,210,0,40,140,250,143.8,133.2,,177.2,blue,2,2,7,3,5,3
70,同等,Earth先行補給,L2高得点寄せ,Sky先置き準備,L2高得点寄せ,260,250,10,red,50,210,0,40,210,0,143.8,143,,,,2,2,7,3,5,3
71,同等,Earth先行補給,L2高得点寄せ,Sky先置き準備,共有エリア先取り,225,390,-165,blue,45,180,0,40,100,250,159,135.6,,178.8,blue,2,1,7,2,5,3
72,同等,Earth先行補給,L2高得点寄せ,Sky先置き準備,スカイ反転圧力,260,430,-170,blue,50,210,0,40,140,250,143.8,133.2,,177.2,blue,2,2,7,3,5,3
73,同等,Earth先行補給,共有エリア先取り,BR要求に追従,L1最速サンクチュアリ,465,140,325,red,45,170,250,40,100,0,97,,131.4,,red,2,1,7,2,5,3
74,同等,Earth先行補給,共有エリア先取り,BR要求に追従,L2高得点寄せ,400,210,190,red,50,100,250,30,180,0,135.2,144,175.4,,red,1,2,7,3,4,2
75,同等,Earth先行補給,共有エリア先取り,BR要求に追従,共有エリア先取り,105,370,-265,blue,35,70,0,30,90,250,,96.6,,134,blue,1,1,5,2,4,2
76,同等,Earth先行補給,共有エリア先取り,BR要求に追従,スカイ反転圧力,65,220,-155,blue,35,30,0,40,180,0,,96.6,,,,0,3,5,2,5,3
77,同等,Earth先行補給,共有エリア先取り,Earth先行補給,L1最速サンクチュアリ,465,150,315,red,45,170,250,50,100,0,97,,131.4,,red,2,1,7,2,7,3
78,同等,Earth先行補給,共有エリア先取り,Earth先行補給,L2高得点寄せ,400,230,170,red,50,100,250,50,180,0,135.2,147,175.4,,red,1,2,7,3,7,3
79,同等,Earth先行補給,共有エリア先取り,Earth先行補給,共有エリア先取り,105,420,-315,blue,35,70,0,40,130,250,,96.6,,134,blue,1,1,5,2,6,2
80,同等,Earth先行補給,共有エリア先取り,Earth先行補給,スカイ反転圧力,465,150,315,red,45,170,250,50,100,0,97,,131.4,,red,2,1,7,2,7,3
81,同等,Earth先行補給,共有エリア先取り,Sky先置き準備,L1最速サンクチュアリ,465,140,325,red,45,170,250,40,100,0,97,,131.4,,red,2,1,7,2,5,3
82,同等,Earth先行補給,共有エリア先取り,Sky先置き準備,L2高得点寄せ,400,220,180,red,50,100,250,40,180,0,135.2,152.2,175.4,,red,1,2,7,3,5,3
83,同等,Earth先行補給,共有エリア先取り,Sky先置き準備,共有エリア先取り,425,100,325,red,45,130,250,30,70,0,97,,131.4,,red,1,1,7,2,3,3
84,同等,Earth先行補給,共有エリア先取り,Sky先置き準備,スカイ反転圧力,465,140,325,red,45,170,250,40,100,0,97,,131.4,,red,2,1,7,2,5,3
85,同等,Earth先行補給,スカイ反転圧力,BR要求に追従,L1最速サンクチュアリ,230,140,90,red,50,180,0,40,100,0,97,,,,,3,1,7,3,5,3
86,同等,Earth先行補給,スカイ反転圧力,BR要求に追従,L2高得点寄せ,190,250,-60,blue,50,140,0,40,210,0,137.8,150.2,,,,2,2,7,3,5,3
87,同等,Earth先行補給,スカイ反転圧力,BR要求に追従,共有エリア先取り,230,330,-100,blue,50,180,0,30,50,250,109.2,96.6,,134,blue,3,0,7,3,4,2
88,同等,Earth先行補給,スカイ反転圧力,BR要求に追従,スカイ反転圧力,105,95,10,red,35,70,0,25,70,0,,96.6,,,,1,1,5,2,3,2
89,同等,Earth先行補給,スカイ反転圧力,Earth先行補給,L1最速サンクチュアリ,230,150,80,red,50,180,0,50,100,0,97,,,,,3,1,7,3,7,3
90,同等,Earth先行補給,スカイ反転圧力,Earth先行補給,L2高得点寄せ,190,510,-320,blue,50,140,0,50,210,250,137.8,137.8,,178,blue,2,2,7,3,7,3
91,同等,Earth先行補給,スカイ反転圧力,Earth先行補給,共有エリア先取り,230,380,-150,blue,50,180,0,40,90,250,109.2,96.6,,134,blue,3,0,7,3,6,2
92,同等,Earth先行補給,スカイ反転圧力,Earth先行補給,スカイ反転圧力,230,150,80,red,50,180,0,50,100,0,97,,,,,3,1,7,3,7,3
93,同等,Earth先行補給,スカイ反転圧力,Sky先置き準備,L1最速サンクチュアリ,230,140,90,red,50,180,0,40,100,0,97,,,,,3,1,7,3,5,3
94,同等,Earth先行補給,スカイ反転圧力,Sky先置き準備,L2高得点寄せ,190,250,-60,blue,50,140,0,40,210,0,137.8,143,,,,2,2,7,3,5,3
95,同等,Earth先行補給,スカイ反転圧力,Sky先置き準備,共有エリア先取り,190,100,90,red,50,140,0,30,70,0,97,,,,,2,1,7,3,3,3
96,同等,Earth先行補給,スカイ反転圧力,Sky先置き準備,スカイ反転圧力,230,140,90,red,50,180,0,40,100,0,97,,,,,3,1,7,3,5,3
97,同等,Sky先置き準備,L1最速サンクチュアリ,BR要求に追従,L1最速サンクチュアリ,180,180,0,draw,40,140,0,40,140,0,142.2,141.4,,,,2,2,5,3,5,3
98,同等,Sky先置き準備,L1最速サンクチュアリ,BR要求に追従,L2高得点寄せ,180,250,-70,blue,40,140,0,40,210,0,142.2,150.2,,,,2,2,5,3,5,3
99,同等,Sky先置き準備,L1最速サンクチュアリ,BR要求に追従,共有エリア先取り,140,410,-270,blue,40,100,0,30,130,250,,96.6,,134,blue,1,2,5,3,4,2
100,同等,Sky先置き準備,L1最速サンクチュアリ,BR要求に追従,スカイ反転圧力,140,220,-80,blue,40,100,0,40,180,0,,96.6,,,,1,3,5,3,5,3
101,同等,Sky先置き準備,L1最速サンクチュアリ,Earth先行補給,L1最速サンクチュアリ,180,440,-260,blue,40,140,0,50,140,250,142.2,131.8,,175.8,blue,2,2,5,3,7,3
102,同等,Sky先置き準備,L1最速サンクチュアリ,Earth先行補給,L2高得点寄せ,180,510,-330,blue,40,140,0,50,210,250,142.2,137.8,,178,blue,2,2,5,3,7,3
103,同等,Sky先置き準備,L1最速サンクチュアリ,Earth先行補給,共有エリア先取り,140,465,-325,blue,40,100,0,45,170,250,,94,,131.4,blue,1,2,5,3,7,2
104,同等,Sky先置き準備,L1最速サンクチュアリ,Earth先行補給,スカイ反転圧力,140,230,-90,blue,40,100,0,50,180,0,,94,,,,1,3,5,3,7,3
105,同等,Sky先置き準備,L1最速サンクチュアリ,Sky先置き準備,L1最速サンクチュアリ,180,430,-250,blue,40,140,0,40,140,250,142.2,133.2,,177.2,blue,2,2,5,3,5,3
106,同等,Sky先置き準備,L1最速サンクチュアリ,Sky先置き準備,L2高得点寄せ,180,250,-70,blue,40,140,0,40,210,0,142.2,143,,,,2,2,5,3,5,3
107,同等,Sky先置き準備,L1最速サンクチュアリ,Sky先置き準備,共有エリア先取り,140,450,-310,blue,40,100,0,30,170,250,,94,,131.4,blue,1,2,5,3,4,2
108,同等,Sky先置き準備,L1最速サンクチュアリ,Sky先置き準備,スカイ反転圧力,180,430,-250,blue,40,140,0,40,140,250,142.2,133.2,,177.2,blue,2,2,5,3,5,3
109,同等,Sky先置き準備,L2高得点寄せ,BR要求に追従,L1最速サンクチュアリ,250,180,70,red,40,210,0,40,140,0,149,141.4,,,,2,2,5,3,5,3
110,同等,Sky先置き準備,L2高得点寄せ,BR要求に追従,L2高得点寄せ,250,250,0,draw,40,210,0,40,210,0,149,150.2,,,,2,2,5,3,5,3
111,同等,Sky先置き準備,L2高得点寄せ,BR要求に追従,共有エリア先取り,220,140,80,red,40,180,0,40,100,0,164.2,143.8,,,,2,1,5,3,5,3
112,同等,Sky先置き準備,L2高得点寄せ,BR要求に追従,スカイ反転圧力,250,180,70,red,40,210,0,40,140,0,149,141.4,,,,2,2,5,3,5,3
113,同等,Sky先置き準備,L2高得点寄せ,Earth先行補給,L1最速サンクチュアリ,250,440,-190,blue,40,210,0,50,140,250,149,131.8,,175.8,blue,2,2,5,3,7,3
114,同等,Sky先置き準備,L2高得点寄せ,Earth先行補給,L2高得点寄せ,250,510,-260,blue,40,210,0,50,210,250,149,137.8,,178,blue,2,2,5,3,7,3
115,同等,Sky先置き準備,L2高得点寄せ,Earth先行補給,共有エリア先取り,220,400,-180,blue,40,180,0,50,100,250,164.2,135.2,,178.4,blue,2,1,5,3,7,3
116,同等,Sky先置き準備,L2高得点寄せ,Earth先行補給,スカイ反転圧力,250,440,-190,blue,40,210,0,50,140,250,149,131.8,,175.8,blue,2,2,5,3,7,3
117,同等,Sky先置き準備,L2高得点寄せ,Sky先置き準備,L1最速サンクチュアリ,250,430,-180,blue,40,210,0,40,140,250,149,133.2,,177.2,blue,2,2,5,3,5,3
118,同等,Sky先置き準備,L2高得点寄せ,Sky先置き準備,L2高得点寄せ,250,250,0,draw,40,210,0,40,210,0,149,143,,,,2,2,5,3,5,3
119,同等,Sky先置き準備,L2高得点寄せ,Sky先置き準備,共有エリア先取り,220,390,-170,blue,40,180,0,40,100,250,164.2,135.6,,178.8,blue,2,1,5,3,5,3
120,同等,Sky先置き準備,L2高得点寄せ,Sky先置き準備,スカイ反転圧力,250,430,-180,blue,40,210,0,40,140,250,149,133.2,,177.2,blue,2,2,5,3,5,3
121,同等,Sky先置き準備,共有エリア先取り,BR要求に追従,L1最速サンクチュアリ,450,140,310,red,30,170,250,40,100,0,96.4,,130.8,,red,2,1,4,2,5,3
122,同等,Sky先置き準備,共有エリア先取り,BR要求に追従,L2高得点寄せ,390,210,180,red,40,100,250,30,180,0,138.6,159.4,178.8,,red,1,2,5,3,4,2
123,同等,Sky先置き準備,共有エリア先取り,BR要求に追従,共有エリア先取り,410,95,315,red,30,130,250,25,70,0,96.4,,130.8,,red,1,1,4,2,3,2
124,同等,Sky先置き準備,共有エリア先取り,BR要求に追従,スカイ反転圧力,370,220,150,red,30,90,250,40,180,0,96.4,108.8,130.8,,red,0,3,4,2,5,3
125,同等,Sky先置き準備,共有エリア先取り,Earth先行補給,L1最速サンクチュアリ,450,150,300,red,30,170,250,50,100,0,94.4,,128.8,,red,2,1,4,2,7,3
126,同等,Sky先置き準備,共有エリア先取り,Earth先行補給,L2高得点寄せ,160,460,-300,blue,40,120,0,50,160,250,147.8,137.8,,178,blue,2,1,5,3,7,3
127,同等,Sky先置き準備,共有エリア先取り,Earth先行補給,共有エリア先取り,95,425,-330,blue,25,70,0,45,130,250,,94,,131.4,blue,1,1,3,2,7,2
128,同等,Sky先置き準備,共有エリア先取り,Earth先行補給,スカイ反転圧力,55,230,-175,blue,25,30,0,50,180,0,,94,,,,0,3,3,2,7,3
129,同等,Sky先置き準備,共有エリア先取り,Sky先置き準備,L1最速サンクチュアリ,450,140,310,red,30,170,250,40,100,0,94.4,,128.8,,red,2,1,4,2,5,3
130,同等,Sky先置き準備,共有エリア先取り,Sky先置き準備,L2高得点寄せ,390,220,170,red,40,100,250,40,180,0,138.6,152.2,178.8,,red,1,2,5,3,5,3
131,同等,Sky先置き準備,共有エリア先取り,Sky先置き準備,共有エリア先取り,95,410,-315,blue,25,70,0,30,130,250,,94,,131.4,blue,1,1,3,2,4,2
132,同等,Sky先置き準備,共有エリア先取り,Sky先置き準備,スカイ反転圧力,450,140,310,red,30,170,250,40,100,0,94.4,,128.8,,red,2,1,4,2,5,3
133,同等,Sky先置き準備,スカイ反転圧力,BR要求に追従,L1最速サンクチュアリ,180,180,0,draw,40,140,0,40,140,0,142.2,141.4,,,,2,2,5,3,5,3
134,同等,Sky先置き準備,スカイ反転圧力,BR要求に追従,L2高得点寄せ,180,250,-70,blue,40,140,0,40,210,0,142.2,150.2,,,,2,2,5,3,5,3
135,同等,Sky先置き準備,スカイ反転圧力,BR要求に追従,共有エリア先取り,140,410,-270,blue,40,100,0,30,130,250,,96.6,,134,blue,1,2,5,3,4,2
136,同等,Sky先置き準備,スカイ反転圧力,BR要求に追従,スカイ反転圧力,140,220,-80,blue,40,100,0,40,180,0,,96.6,,,,1,3,5,3,5,3
137,同等,Sky先置き準備,スカイ反転圧力,Earth先行補給,L1最速サンクチュアリ,220,150,70,red,40,180,0,50,100,0,94.4,,,,,3,1,5,3,7,3
138,同等,Sky先置き準備,スカイ反転圧力,Earth先行補給,L2高得点寄せ,180,510,-330,blue,40,140,0,50,210,250,142.2,137.8,,178,blue,2,2,5,3,7,3
139,同等,Sky先置き準備,スカイ反転圧力,Earth先行補給,共有エリア先取り,220,385,-165,blue,40,180,0,45,90,250,106.6,94,,131.4,blue,3,0,5,3,7,2
140,同等,Sky先置き準備,スカイ反転圧力,Earth先行補給,スカイ反転圧力,95,105,-10,blue,25,70,0,35,70,0,,94,,,,1,1,3,2,5,2
141,同等,Sky先置き準備,スカイ反転圧力,Sky先置き準備,L1最速サンクチュアリ,220,140,80,red,40,180,0,40,100,0,94.4,,,,,3,1,5,3,5,3
142,同等,Sky先置き準備,スカイ反転圧力,Sky先置き準備,L2高得点寄せ,180,250,-70,blue,40,140,0,40,210,0,142.2,143,,,,2,2,5,3,5,3
143,同等,Sky先置き準備,スカイ反転圧力,Sky先置き準備,共有エリア先取り,220,370,-150,blue,40,180,0,30,90,250,106.6,94,,131.4,blue,3,0,5,3,4,2
144,同等,Sky先置き準備,スカイ反転圧力,Sky先置き準備,スカイ反転圧力,220,140,80,red,40,180,0,40,100,0,94.4,,,,,3,1,5,3,5,3
145,1/2,BR要求に追従,L1最速サンクチュアリ,BR要求に追従,L1最速サンクチュアリ,90,180,-90,blue,20,70,0,40,140,0,,141.4,,,,1,2,3,1,5,3
146,1/2,BR要求に追従,L1最速サンクチュアリ,BR要求に追従,L2高得点寄せ,90,250,-160,blue,20,70,0,40,210,0,,150.2,,,,1,2,3,1,5,3
147,1/2,BR要求に追従,L1最速サンクチュアリ,BR要求に追従,共有エリア先取り,70,375,-305,blue,20,50,0,35,90,250,,118.8,,162,blue,1,1,3,1,4,3
148,1/2,BR要求に追従,L1最速サンクチュアリ,BR要求に追従,スカイ反転圧力,90,180,-90,blue,20,70,0,40,140,0,,141.4,,,,1,2,3,1,5,3
149,1/2,BR要求に追従,L1最速サンクチュアリ,Earth先行補給,L1最速サンクチュアリ,90,440,-350,blue,20,70,0,50,140,250,,131.8,,175.8,blue,1,2,3,1,7,3
150,1/2,BR要求に追従,L1最速サンクチュアリ,Earth先行補給,L2高得点寄せ,90,510,-420,blue,20,70,0,50,210,250,,137.8,,178,blue,1,2,3,1,7,3
151,1/2,BR要求に追従,L1最速サンクチュアリ,Earth先行補給,共有エリア先取り,80,385,-305,blue,20,60,0,45,90,250,,116.2,,159.4,blue,1,1,3,1,6,3
